id,title,mean,rank,popularity,num_list_users,num_scoring_users,status,start_date,end_date,num_episodes,genres,studios,ranking_type,ranking_date,start_year,score_bucket,genre,missing_mean,missing_rank,missing_start_date,missing_end_date,missing_studios
54437,Lian Qi Shi Wan Nian,7.43,2241.0,10978,2725,704,currently_airing,2023-02-18,0,260,"action, adventure, fantasy, historical, martial arts",0,airing,2025-04-16,2023.0,7-7.9,action,False,False,False,False,False
54437,Lian Qi Shi Wan Nian,7.43,2241.0,10978,2725,704,currently_airing,2023-02-18,0,260,"action, adventure, fantasy, historical, martial arts",0,airing,2025-04-16,2023.0,7-7.9,adventure,False,False,False,False,False
54437,Lian Qi Shi Wan Nian,7.43,2241.0,10978,2725,704,currently_airing,2023-02-18,0,260,"action, adventure, fantasy, historical, martial arts",0,airing,2025-04-16,2023.0,7-7.9,fantasy,False,False,False,False,False
54437,Lian Qi Shi Wan Nian,7.43,2241.0,10978,2725,704,currently_airing,2023-02-18,0,260,"action, adventure, fantasy, historical, martial arts",0,airing,2025-04-16,2023.0,7-7.9,historical,False,False,False,False,False
54437,Lian Qi Shi Wan Nian,7.43,2241.0,10978,2725,704,currently_airing,2023-02-18,0,260,"action, adventure, fantasy, historical, martial arts",0,airing,2025-04-16,2023.0,7-7.9,martial arts,False,False,False,False,False
56717,Xian Wu Chuan 2nd Season,7.42,2288.0,12470,1729,446,currently_airing,2023-09-24,0,156,"action, adventure, fantasy, historical, martial arts",0,airing,2025-04-16,2023.0,7-7.9,action,False,False,False,False,False
56717,Xian Wu Chuan 2nd Season,7.42,2288.0,12470,1729,446,currently_airing,2023-09-24,0,156,"action, adventure, fantasy, historical, martial arts",0,airing,2025-04-16,2023.0,7-7.9,adventure,False,False,False,False,False
56717,Xian Wu Chuan 2nd Season,7.42,2288.0,12470,1729,446,currently_airing,2023-09-24,0,156,"action, adventure, fantasy, historical, martial arts",0,airing,2025-04-16,2023.0,7-7.9,fantasy,False,False,False,False,False
56717,Xian Wu Chuan 2nd Season,7.42,2288.0,12470,1729,446,currently_airing,2023-09-24,0,156,"action, adventure, fantasy, historical, martial arts",0,airing,2025-04-16,2023.0,7-7.9,historical,False,False,False,False,False
56717,Xian Wu Chuan 2nd Season,7.42,2288.0,12470,1729,446,currently_airing,2023-09-24,0,156,"action, adventure, fantasy, historical, martial arts",0,airing,2025-04-16,2023.0,7-7.9,martial arts,False,False,False,False,False
52709,"Danjo no Yuujou wa Seiritsu suru? (Iya, Shinai!!)",7.42,2325.0,2761,71892,6854,currently_airing,2025-04-04,0,0,"comedy, romance, school",0,airing,2025-04-16,2025.0,7-7.9,comedy,False,False,False,False,False
52709,"Danjo no Yuujou wa Seiritsu suru? (Iya, Shinai!!)",7.42,2325.0,2761,71892,6854,currently_airing,2025-04-04,0,0,"comedy, romance, school",0,airing,2025-04-16,2025.0,7-7.9,romance,False,False,False,False,False
52709,"Danjo no Yuujou wa Seiritsu suru? (Iya, Shinai!!)",7.42,2325.0,2761,71892,6854,currently_airing,2025-04-04,0,0,"comedy, romance, school",0,airing,2025-04-16,2025.0,7-7.9,school,False,False,False,False,False
53876,Pokemon (2023),7.41,2375.0,3947,36957,8581,currently_airing,2023-04-14,0,0,"action, adventure, comedy, fantasy, kids",0,airing,2025-04-16,2023.0,7-7.9,action,False,False,False,False,False
53876,Pokemon (2023),7.41,2375.0,3947,36957,8581,currently_airing,2023-04-14,0,0,"action, adventure, comedy, fantasy, kids",0,airing,2025-04-16,2023.0,7-7.9,adventure,False,False,False,False,False
53876,Pokemon (2023),7.41,2375.0,3947,36957,8581,currently_airing,2023-04-14,0,0,"action, adventure, comedy, fantasy, kids",0,airing,2025-04-16,2023.0,7-7.9,comedy,False,False,False,False,False
53876,Pokemon (2023),7.41,2375.0,3947,36957,8581,currently_airing,2023-04-14,0,0,"action, adventure, comedy, fantasy, kids",0,airing,2025-04-16,2023.0,7-7.9,fantasy,False,False,False,False,False
53876,Pokemon (2023),7.41,2375.0,3947,36957,8581,currently_airing,2023-04-14,0,0,"action, adventure, comedy, fantasy, kids",0,airing,2025-04-16,2023.0,7-7.9,kids,False,False,False,False,False
56885,Sousou no Frieren: ●● no Mahou,7.4,2410.0,5257,19422,8269,currently_airing,2023-10-11,0,0,"comedy, fantasy",0,airing,2025-04-16,2023.0,7-7.9,comedy,False,False,False,False,False
56885,Sousou no Frieren: ●● no Mahou,7.4,2410.0,5257,19422,8269,currently_airing,2023-10-11,0,0,"comedy, fantasy",0,airing,2025-04-16,2023.0,7-7.9,fantasy,False,False,False,False,False
60658,Hibi wa Sugiredo Meshi Umashi,7.38,2518.0,6294,12114,1054,currently_airing,2025-04-13,0,12,"adult cast, cgdct, gourmet",0,airing,2025-04-16,2025.0,7-7.9,adult cast,False,False,False,False,False
60658,Hibi wa Sugiredo Meshi Umashi,7.38,2518.0,6294,12114,1054,currently_airing,2025-04-13,0,12,"adult cast, cgdct, gourmet",0,airing,2025-04-16,2025.0,7-7.9,cgdct,False,False,False,False,False
60658,Hibi wa Sugiredo Meshi Umashi,7.38,2518.0,6294,12114,1054,currently_airing,2025-04-13,0,12,"adult cast, cgdct, gourmet",0,airing,2025-04-16,2025.0,7-7.9,gourmet,False,False,False,False,False
58725,Ninja to Koroshiya no Futarigurashi,7.36,2568.0,5395,18109,1831,currently_airing,2025-04-10,0,12,"shounen, slice of life",0,airing,2025-04-16,2025.0,7-7.9,shounen,False,False,False,False,False
58725,Ninja to Koroshiya no Futarigurashi,7.36,2568.0,5395,18109,1831,currently_airing,2025-04-10,0,12,"shounen, slice of life",0,airing,2025-04-16,2025.0,7-7.9,slice of life,False,False,False,False,False
36686,Hifuu Katsudou Kiroku: The Sealed Esoteric History,7.35,2605.0,7121,9034,1202,currently_airing,2015-12-29,0,0,fantasy,0,airing,2025-04-16,2015.0,7-7.9,fantasy,False,False,False,False,False
59452,"Katainaka no Ossan, Kensei ni Naru",7.35,2625.0,2816,69279,6400,currently_airing,2025-04-05,0,0,"action, adventure, fantasy",0,airing,2025-04-16,2025.0,7-7.9,action,False,False,False,False,False
59452,"Katainaka no Ossan, Kensei ni Naru",7.35,2625.0,2816,69279,6400,currently_airing,2025-04-05,0,0,"action, adventure, fantasy",0,airing,2025-04-16,2025.0,7-7.9,adventure,False,False,False,False,False
59452,"Katainaka no Ossan, Kensei ni Naru",7.35,2625.0,2816,69279,6400,currently_airing,2025-04-05,0,0,"action, adventure, fantasy",0,airing,2025-04-16,2025.0,7-7.9,fantasy,False,False,False,False,False
